"id_OC"	"idSucursal"	"idProveedor"	"TipoDocumento"	"OrdenCompra"	"tipoCompra"	"idHES"	"HES"	"idDetRecpcion"	"posicionCompra"	"cantidad"	"costoUnitario"	"Subtotal"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9071"	"13068"	"20"	"226.18"	"4523.6"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9072"	"13071"	"200"	"321.93"	"64386"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9073"	"13072"	"36"	"846.9"	"30488.4"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9074"	"13073"	"24"	"1119.13"	"26859.12"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9075"	"13074"	"60"	"215.14"	"12908.4"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9076"	"13075"	"36"	"595.88"	"21451.68"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9077"	"13077"	"96"	"132.42"	"12712.32"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9078"	"13078"	"24"	"1567.97"	"37631.28"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9079"	"13079"	"24"	"887.56"	"21301.44"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9080"	"13084"	"60"	"638.55"	"38313"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9081"	"13081"	"28"	"938.79"	"26286.12"
"3157"	"1"	"100047"	"WE"	"COM-BDG-003157"	"1"	"3119"	"HES-BDG-003119"	"9082"	"13080"	"48"	"443.31"	"21278.88"
